result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/kunning/tidindi/uppskot-til-kunngerd-um-oljod-fra-skipum-vid-bryggju-til-ummaelis/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade"
28.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,eysturkommuna,,Gjái — Eysturkommuna,https://www.eysturkommuna.fo/boern-og-ung/barnaansing/gjai/,"Dagstovnurin Gjái heldur til í Gøtugjógv og kann rúma 80 børnum. Tá er stovan Sóljan íroknað, sum heldur til í fyrrverandi Bank Nordik bygninginum. Á stovninum eru tríggjar vøggustovur og tvær barnagarðsstovur. Umframt leiðaran starvast á stovninum 13 námsfrøðingar og 14 hjálparfólk knýtt at stovninum. Umhvørvið kring stovnin er sera náttúruvinarligt, og er tí ...",103.0,kommune,"link til børnehave i Eystur Kommune, her skriver de om børnehavens placering og hvordan det indgår i planen for det pedagogiske arbejde

samme som 784"
44.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,setur,,Orkuverkfrøði - Setur,https://www.setur.fo/fo/utbugving/bachelor/orkuverkfrodi/,"Skipan av útbúgvingini. Bachelorútbúgvingin í orkuverkfrøði tekur trý og eitthálvt ár; øll skeið eru kravd, men til ber at gera nakrar broytingar, t.d. partur av lestrinum í útlondum, um hetta verður gjørt í góðari tíð og í samstarvið við útbúgvingarleiðaran.",103.0,Universitet,
48.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,vagur,,Earth Hour: Vágur sløkkir ljósini – Vágs kommuna,https://vagur.fo/earth-hour-vagur-sloekkir-ljosini/,"Earth Hour heittur á øll um, at sløkkja ljósini klokkan 20.30 og ein tíma fram. Endamálið við átakinum er, at fáa folk kring heimin at hugsa um verðurlagsdbroytingarnar og harvið umhvørvi. Í ár fellur Earth Hour so 27. mars, og Vágs kommuna er við í átakinum.",103.0,kommune,samme aktør som 778
50.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,vaga,,Røtt skiljing - Vága Kommuna,https://www.vaga.fo/borgari/umhvorvi-og-ferdsla/um-umhvorvisplassid/rott-skiljing/,Vága Kommuna Borgari Umhvørvi og ferðsla Um umhvørvisplássið Røtt skiljing Røtt skiljing IRF hevur seinastu árini gjørt nógv burturúr at kunna um hvussu vit best skilja burturkast og hvussu vit á besta hátt kunnu endurvinna burturkast.,103.0,kommune,affaldssortering
52.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,lms,,"Frágreiðing um orkunýtslu, Magni Dybczak","http://tilfar.lms.fo/logir/alit/2002.05%20Frágreiðing%20um%20orkunýtslu,%20sparing%20og%20grønan%20roknskap%20politikk..pdf","koma inn á virkið, og eisini, hvussu burturkast, ið skaðar umhvørvið, verður handfarið, burturbeint, og hvussu stórar hesar nøgdir eru. Í framtíðini er væntandi, at tað fara at verða stórar sparingar og størri møguleikar á marknaðinum, um eitt virkið hevur eina tilvitan um orkunýtslu og umhvørvi, tí",103.0,Statslig,frágreiðing um orkunýstlu fra Prime Minister's Office
53.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,irf,,ÁrsFrÁsøgn 2012 - IRF,https://irf.fo/wp-content/uploads/2017/01/arsfrasgn-2012.pdf,"astu árini Burturkast liggur ikki í sama mun sum fyrr og sløðist í náttúruni Flestu fólk leggja eisini nógv størri dent á eitt reint og heilt umhvørvi, sum eisini skapar nógv størri trivnað manna millum Eitt reint og heilt umhvørvi hevur eisini fingið ómetaliga stóran týdning fyri okkara útflutnings- og ferðavinnu",103.0,kommunal ,ejes af kommunerne på færøerne 
54.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,batafelag,,Tórshavnar Bátafelag | Innilig áheitan á allar siglarar ...,http://www.batafelag.com/,"4/3/2021 · Burturkast á sjónum – spurnablaðakanning 11. november 2020 Løgtingslóg nr. 165 frá 21. desember 2001 um trygd á sjónum, sum seinast broytt við …",103.0,,
58.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,issuu,,Ferðavinnubýurin Tórshavn by Tórshavnar …,https://issuu.com/torshavnarkommuna/docs/16-01810-8_20t_c3_b3rshavn_20sum_20,"Tilmæli um átøk 2017-2020 Ferðavinnan verður ofta umrødd sum ein tann. Tórshavnar. kommuna. sær. virðið. í. vaksandi. størsta vinnan í heiminum, og gongdin er sambært",103.0,,et link til Torshavn Kommune's tursmepolitik
60.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,porkeri,,Umhvørvi - Porkeris kommuna,https://www.porkeri.fo/umhvorvi,"SIG TÍNA HUGSAN. Situr tú inni við einum góðum hugskoti, ynski ella viðmerking. Skriva okkum eini boð her.",103.0,kommune,
62.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Orka og elveiting - Umhvørvis- og vinnumálaráðið,https://www.uvmr.fo/fo/arbeidsoki/orka-og-elveiting/,"Orka og elveiting. Yvirskipaða málið við orku- og elveitingarpolitikkinum er at tryggja bíliga, trygga og burðardygga orku. Orkupolitikkurin snýr seg tískil einamest um at minka um oljunýtsluna og at gagnnýta náttúrugivna orkutilfeingið á besta hátt við fyriliti fyri búskapi, veitingartrygd, náttúru og umhvørvi.",103.0,statslig,samme aktør som 788
63.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,setur,,Eyðfinn Magnussen - Setur,https://www.setur.fo/en/the-university/staff/eydfinn-magnussen/,"Necessary - Necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. The website cannot function properly without these cookies. Preferences - Preference cookies enable a website to remember information that changes the way the website behaves or looks, like your preferred language or the region that you are in ...",103.0,statslig,"samme aktør som 806, færøernes universitet"
64.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kunoy,,Kunoyar kommuna,http://kunoy.fo/,"Ruskplássið stongt. 09. apr; Vegna ólag á bingju í ruskplássinum í Haraldssundi, er stongt í morgin, leygardagin 10. apríl 2021. Kunoyar kommuna",103.0,kommune,
65.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,porkeri,,Porkeris kommuna,https://porkeri.fo/,Vælkomin til heimsíðuna hjá Porkeris kommunu. Her finnur tú upplýsingar um tænastur sum vit veita borgarum og vinnu í kommununi.,103.0,kommune,
67.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,klaksvik,,Náttúruvernd - klaksvik.fo,https://www.klaksvik.fo/natturuvernd,"Náttúruvernd Náttúruvernd Løgtingslóg sigur, at øll skulu við fyriliti og varsemi fara um í náttúruni, einki gera, ið kann skaða, skemma ella gera nakrar ónáðir hjá øðrum. Øll dálking er forboðin eins og gamlir ónýtiligir bátar, bilvrak o.a. burturkast skal burturbeinast og ikki lýta, verða til ska…",103.0,kommune,
68.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,grindahvalur,,Grindahvalur,http://www.grindahvalur.org/,"Endamálið hjá felagsskapinum er at veita óhefta, dagførda, vísindaligt-grundaða vitan um grindahval, eitrandi dálking og fólkaheilsu. Eitt avrit av tíðindaskrivinum sæst her. 1.januar varð ein talvulýsing sett upp í Tórshavn fyri at vísa á ta hóttan, sum ídnaðarlig dálking er …",103.0,NGO,
69.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,konsult,,Løgtingslóg um trygd á sjónum - fmareglur.konsult.fo,https://fmareglur.konsult.fo/logtingslog-um-trygd-a-sjonum,"§ 10. Landsstýrismaðurin kann áseta reglur um framleiðslu, marknaðarføring og sølu av stuttleikaførum, skipaútgerð, persónligum verndarútbúnað og øðrum lutum, ið brúktir verða umborð á skipum, undir hesum um skyldur teirra, ið marknaðarføra nevndu før ella lutir at taka neyðug ráð til verju móti vanda fyri trygd, heilsu ella umhvørvi, ið kann standast av ...",103.0,,Faroese Maritime Authority
74.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,folkaflokkurin,,Stevnuskrá - Folkaflokkurin,http://folkaflokkurin.fo/stevnuskra.html,"Ein miðvísur umhvørvis- og orkupolitikkur eigur at verða førdur. Fólkaflokkurin vil, at samfelagið verjir náttúruna móti dálking og øðrum ágangi og vil styðja altjóða samstarvi á hesum øki. Varandi orkukeldur skulu áhaldandi útbyggjast og troytast. Fiskastovnarnir skulu við skynsomum heildaratliti gagnnýtast á …",103.0,politisk parti,
75.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kvf,,Umhvørvið og eg | Kringvarp Føroya,https://kvf.fo/sending/umhvorvid-og-eg,"""Umhvørvið og eg"" er ein sending, sum varpar ljós á tey viðurskifti sum tú og eg hava ávirkan á, tá tað snýr seg um at verja umhvørvið. Ljós verður varpað á góðar vanar og á arbeiði - bæði frá privatari og frá almennari síðu, sum kann vera við til at verja umhvørvið. Vertur er Elin Michelsen.",103.0,statslig nyhedsmedie,
76.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sunda,,Barna- og ungdómstannrøkt - Sunda kommuna,https://sunda.fo/barna-og-ungdomstannrokt,"Skrivstova okkara er opin soleiðis: Mánadag, týsdag, hósdag og fríggjadag frá kl.9.00 til kl.16.00. Mikudag er opið frá kl.10.00 til kl.16.00",103.0,kommune,"det første link er måske ikke relevant, det handler om tændpleje"
77.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,issuu,,Atlantic Review Summer 2016 by Atlantic Airways - Issuu,https://issuu.com/atlanticairways/docs/ar-summar-2016-web,"Issuu is a digital publishing platform that makes it simple to publish magazines, catalogs, newspapers, books, and more online. Easily share your publications and get them in front of Issuu’s ...",103.0,virksomhed (statslig),atlantic airways er statsligt funderet
81.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,tvk,,Ruskplássið - Tvøroyrar Kommuna,http://tvk.fo/divstovnur.asp?STID=21,Her hevur kommunan hentar upplýsingar til tín viðvíkjandi umhvørvi og teknikki. Umhvørvi. ... Reglur um rusk og burturkast frá húskjum Skilhaldsreglur TÍÐINDI Tikið verður móti glasi til endurvinning (25-07-2020) Endurnýtslan er stongd flaggdagin 25. apríl.,103.0,kommune,
83.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,midflokkurin,,Miðflokkurin,https://midflokkurin.fo/arbeidsaetlan,"at umhvørvisdálkingin verður tikin í álvara og at dentur verður lagdur á at fyribyrja dálking; at Føroyar fara ikki uppí ES (EU), men í staðin tryggja góðar handilsavtalur við EU …",103.0,politisk parti,
92.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,tjodveldi,,Tjóðveldi - Lýsing,https://www.tjodveldi.fo/,"Skulu vit skilja rusk uttandura, í vindi, myrkri og regni? Slíkar eru umstøðurnar í dag. Er tað nakað at bjóða arbeiðsfólki? Hvør av okkum hevði tímað at staði úti í hesum veðrinum og skilt plast, sum politikkarar hava bløbbað um í áravís? Tað hevur verið prát, prát og aftur prát um at skilja okkara burturkast.",103.0,politisk parti,
96.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fisk,,FAO - Fiskimálaráðið,https://www.fisk.fo/fo/arbeidsoki/fiskivinna/millumlanda-samstarv/fao/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,Fiskeriministeriet
