result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
424.0,bing,“Bæredygtighed” OR “bæredygtig*”,,Danish,saint-gobain,,Bæredygtighed | Saint Gobain,https://www.saint-gobain.dk/baeredygtighed,"Næsten alt, hvad vi gør som virksomhed, tager udgangspunkt i bæredygtighed. Fra måden vi fremstiller eller indkøber vores råvarer, den sikkerhed og det arbejdsmiljø vi skaber for vores medarbejdere og for dem, som arbejder med vores produkter på byggepladserne, til den måde vores løsninger påvirker brugerne af bygninger og endeligt når materialerne recirkuleres efter …",1470000.0,,,229,,200,,f7b615fb-fd15-46d6-aa4c-0d0cb77a0503.html,text/html,utf-8
200.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,hav,,Verkætlanir - Havstovan,http://www.hav.fo/index.php?option=com_content&view=article&id=7&Itemid=111,"JERICO-S3 Áramál: 2020-2024 Fígging: Horizon2020 Luttakari á Havstovuni: Ian Salter Endamál: JERICO-S3 will provide a state-of-the-art, fit-for-purpose and visionary observational Research Infrastructure (RI), expertise and high-quality data on European coastal and shelf seas. The project will support world-class research, high-impact innovation and a window of European excellence worldwide.",2320.0,statslig,institution under fiskeriministeriet,335,,200,,d058fc2b-1c61-48fc-9fca-c7f8ec11647c.html,text/html,utf-8
318.0,bing,“Burðardygd” or “burðardygg”,,Faroese,bakkafrost,,Bakkafrost - What makes Bakkafrost Salmon special ...,https://www.bakkafrost.com/fo/customer-b2b/why-bakkafrost-salmon/what-makes-bakkafrost-salmon-special/,"Allur fiskurin, ið nýttur verður at framleiða fiskamjøl og lýsi á Bakkafrost, er frá góðkendum burðardyggum fiskiskapi, og ein stórur partur er slógv ella fiskur, ið ikki annars hevði verið brúktur til mannaføði. Úrslitið er ein nógv betri laksur, framleiddur burðardygt og …",95.0,virksomhed,lakseopdræt,363,,200,,4c951322-063b-465c-9cd8-5c68c4589f4f.html,text/html,utf-8
213.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,atlantic,,Konsern- og ársfrásøgn 2019 - Atlantic Airways,https://www.atlantic.fo/media/1934/annual-report-2019_fo.pdf,"og CO2-útlát í sambandi við flúgving felagsins. Felagið er fevnt av CO2-kvotaskipanini hjá ES fyri flúgving í ES og EFTA londum og verður frá 2021 eisini fevnt av CORSIA (Carbon Offsetting and Reduction Scheme for International Aviation), ið er altjóða marknaðarskipan fyri CO2-útlát, ið",2320.0,virksomhed (statslig),,338,,200,,837e3e03-e43e-4f22-a753-afc72b0c516f.pdf,application/pdf,
278.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,sev,,Webcasts - SEV,https://www.sev.fo/um-okkum/midlar-og-samskifti/webcasts/,Vindorka í Føroyum Elframleiðsla úr vindorku hevur spart føroyska samfelagnum oljuútreiðslur og CO2 útlát. Síðani 1993 tá fyrstu ferð varð farið undir skipaða vindorkuframleiðslu inn á …,2320.0,statslig,,352,,200,,10f4bc7e-f65c-44ad-9c0d-2d897322647e.html,text/html,utf-8
48.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,vagur,,Earth Hour: Vágur sløkkir ljósini – Vágs kommuna,https://vagur.fo/earth-hour-vagur-sloekkir-ljosini/,"Earth Hour heittur á øll um, at sløkkja ljósini klokkan 20.30 og ein tíma fram. Endamálið við átakinum er, at fáa folk kring heimin at hugsa um verðurlagsdbroytingarnar og harvið umhvørvi. Í ár fellur Earth Hour so 27. mars, og Vágs kommuna er við í átakinum.",103.0,kommune,samme aktør som 778,302,,200,,6fef80d5-0cff-4c11-8755-038386328386.html,text/html,utf-8
323.0,bing,“Burðardygd” or “burðardygg”,,Faroese,cdn,,SUNT L ÍV,https://bakkafrost.cdn.fo/media/1790/bakkafrost_burdardygd_2017_web.pdf?s=S9P9muH9ixCJfrooA_kvPhw6xrE,"meira burðardygg og skapa virðir til tað samfelag, sum vit virka í. Spurningur: Hvussu sampakkar hetta við strategi, virðir og grundsjónarmiðini hjá fyritøkuni? RJ: Okkara visión um burðardygd við at arbeiða til frama fyri sunnum lívi verður gjørd ítøkilig í okkara virkisætlan um at …",95.0,virksomhed,,366,,200,,7584e006-55b4-4bde-bb40-151a4d9c5258.pdf,application/pdf,
18.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,MLC | FMA,https://fma.fo/mlc/,Executive Order No. 41 of 14 May 2013 on food on board Faroese ships. Executive Order No. 42 of 14 May 2013 on the handling of complaints on board Faroese ships,103.0,,samme aktør som 771,295,,200,,4b70e3e6-4c88-4149-a00e-b0c81a950253.html,text/html,utf-8
325.0,bing,“Burðardygd” or “burðardygg”,,Faroese,wordpress,Nordic Sustainable Universities Conference,Report from Nordic Sustainable Universities Conference,https://nordicsustainablecampusnetwork.files.wordpress.com/2016/04/report-from-the-green-campus-conference-faroe-islands-27-28-october-2016.pdf,"10/28/2016 · um burðardygd byggir eisini á ta fatan, at tað er umráðandi, at hava brúkararnar og onnur viðkomandi við, t.d. tá ið bygt verður. Saman við áhugaðum og umboðum frá lærustovnum úr Norðurlondum miðar Fróðskaparsetrið eftir, at ráðstevnan verður karmur um eitt konstruktivt orðaskifti um framtíðarmøguleikar, burðardygd,",95.0,,en rapport fra en konference i 2016. Nordic Sustainable Universities Conference,368,,200,,e0cb733f-3342-4a6e-a4a0-84b454e596b7.pdf,application/pdf,
77.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,issuu,,Atlantic Review Summer 2016 by Atlantic Airways - Issuu,https://issuu.com/atlanticairways/docs/ar-summar-2016-web,"Issuu is a digital publishing platform that makes it simple to publish magazines, catalogs, newspapers, books, and more online. Easily share your publications and get them in front of Issuu’s ...",103.0,virksomhed (statslig),atlantic airways er statsligt funderet,319,,200,,cbbb3103-026a-4967-8181-13683e9ca01d.html,text/html,utf-8
233.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,us,,Tíðindi - us.fo,https://www.us.fo/Default.aspx?ID=13805&Action=1&NewsId=11248&currentPage=2&M=NewsV2,"Náttúruloysnir eru bæði við til at bøta um veðurlagsbroytingar og til at minka um tap av lívfrøðiligum margfeldi, sum verður mett at vera ein eins stórur trupulleiki, sum hin fyrri. Harafturat er prógvað, at ein væl vard náttúra við ríkum margfeldi hevur jaliga ávirkan á trivnaðin hjá fólki.",2320.0,statslig,,341,,200,,95e7d841-8a51-451b-9220-2b9329a5184a.html,text/html,utf-8
320.0,bing,“Burðardygd” or “burðardygg”,,Faroese,visitfaroeislands,,AT MENNA OG VARÐVEITA - Visit Faroe Islands,https://visitfaroeislands.com/content/uploads/2019/02/vfi_strategifaldari100dpispread.pdf,"burÐardygg orka sØmiligt arbeiÐi og bÚskapar vØkstur vinna, nÝskapan og undirstØÐukervi minni Ójavni burÐardyggir bÝir og bÝlingar Ábyrgdarfull nÝtsla og framleiÐsla veÐurlagsÁtØk lÍv Í havi lÍv Á landi friÐur, rÆttvÍsi og sterkir stovnar samstarv um heimsmÁlini heimsmÁlini yrf i …",95.0,statslig,,365,,200,,1c00e57d-94a4-46a7-ad32-b2df63f5ddc2.pdf,application/pdf,
160.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,tjodveldi,,Frælsar Føroyar – frælst fólk | Tjóðveldi,https://www.tjodveldi.fo/?page_id=276,"Í grundarlagnum at skipa Føroyar frælsar byggir Tjóðveldi á stovningarsáttmálan hjá Sameindu Tjóðum (ST) og á ST-sáttmálarnar um borgarlig og stjórnmálalig rættindi og um búskapar-, sam­felags- og mentanarrættindi. Har verður m.a. staðfest, at: Allar tjóðir hava sjálvsavgerðarrætt.",95.0,politisk parti,,331,,200,,68dfbc17-d11c-407e-8929-cd4fd054d930.html,text/html,utf-8
99.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,facebook,Nordens Hus på Færøerne,Ráðstevna um tey 17 heimsmálini fyri burðardyggari menning,https://www.facebook.com/events/156676234984952/,"Ráðstevna um tey 17 heimsmálini fyri burðardyggari menning. Public · Hosted by Magni Arge - tala Føroya søk um allan heim. clock. Friday, February 23, 2018 …",95.0,,"(Norðurlandahúsið) Nordens Hus på Færøerne, et instrument til kultursamarbejde i norden.
Et facebook event, der handlede om de 17 verdensmål",324,,200,,19ccb44b-29d2-4414-b29b-339bf6f1fac8.html,text/html,utf-8
151.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,lms,,Heimsmálini 2030 - Løgmansskrivstovan,https://www.lms.fo/fo/arbeidsoki/stjornarsamskipan/onnur-samskipan/heimsmalini-2030/,Slóðir til tilfar um heimsmálini. Heimasíðan hjá Sameindu Tjóðum um Sustainable Development Goals (Heimsmálini) er her. Danskt tilfar hjá ST um heimsmálini er tøkt her.. Upprunaútgávan við teimum 17 heimsmálunum og øllum undirmálunum er tøk her.. Norðurlandaráðharraráðið arbeiðir miðvíst við heimsmálunum undir heitinum Generation 2030.,95.0,statslig,,330,,200,,f6437454-7ae6-4bc3-a76a-f60757a55db5.html,text/html,utf-8
306.0,bing,“Burðardygd” or “burðardygg”,,Faroese,industry,,Aliráðstevnan 2019: Burðardygg framleiðsla í …,https://www.industry.fo/Default.aspx?ID=11934&NewsId=2336&PID=11933,"Aliráðstevnan 2019: Burðardygg framleiðsla í føroyskari aling. Aliráðstevnan 2019 varð hildin á Hotel Føroyum fríggjadagin 1. mars, har uml. 400 fólk hittust at deila vitan, fáa íblástur og at netverka. Tað er Havbúnaðarfelagið, sum skipar fyri ráðstevnuni, og høvuðstemað á Aliráðstevnuni var burðardygd, bæði ...",95.0,statslig,House of Industry,357,,200,,ef94c6c7-0561-42e1-8450-efa0cb0e4ae6.html,text/html,utf-8
319.0,bing,“Burðardygd” or “burðardygg”,,Faroese,visitvagar,,Ferðavinnu- og menningarstrategi fyri Vágar og Mykines,https://visitvagar.fo/content/uploads/2020/12/visitvagarfaldaridupultsidurwebsmall.pdf,"Tá vit tosa um burðardygd, er talan um . tríggjar burðardygdir. • Búskaparliga burðardygdin. • Sosiala og mentanarliga burðardygdin. • Fysiska / vistfrøðiliga burðardygdin. Mynd: Jógvan Helgi Hansen. Indeks søla bensinstøðir 2019 „Burðardygg menning er menning, sum nøktar tørvin í . …",95.0,kommunal,,364,,200,,01511e77-1062-4ed5-a952-fb5d46844261.pdf,application/pdf,
275.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,setur,,Island Studies Journal hýsast á Setrinum - Setur,https://www.setur.fo/fo/setrid/tidindi/island-studies-journal-hysast-a-setrinum/,Fróðskaparsetur Føroya J.C. Svabos gøta 14 Postsmoga 272 FO-110 Tórshavn. Tel.: +298 352500 Faks: +298 352501 T-post: setur@setur.fo. Bókhald: e-faktura@setur.fo,2320.0,,,350,,200,,04ba2bb5-4284-45b9-9b9b-5dbe0cb409be.html,text/html,utf-8
331.0,bing,“Burðardygd” or “burðardygg”,,Faroese,arcticimport,,Horeca - Arctic Import,https://www.arcticimport.dk/fo/taenasta/horeca/,"Fimm góð ráð til hvussu tú kanst gerast meir burðardygg. Øll menniskju eru før fyri at finna hættir, hvussu tey kunnu minka um pappírs- og innpakkingartilfarið. Lítlar broytingar í gerandisvanaverkinum kann verða ein hjálp fyri tína matstovu ella kaffihús á leiðini til at gerast meir burðardygg…",95.0,virksomhed,,372,,200,,2a0ad762-885c-4873-8447-270bf5222ff7.html,text/html,utf-8
65.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,porkeri,,Porkeris kommuna,https://porkeri.fo/,Vælkomin til heimsíðuna hjá Porkeris kommunu. Her finnur tú upplýsingar um tænastur sum vit veita borgarum og vinnu í kommununi.,103.0,kommune,,312,,200,,b5504058-a710-468a-9d69-49759c410566.html,text/html,utf-8
347.0,bing,“Burðardygd” or “burðardygg”,,Faroese,hmr,,Formansskapurin 2020 - Heilsumálaráðið,https://www.hmr.fo/fo/arbeidsokir/nordurlandasamstarvid/formansskapurin-2020/,"Hetta vísir, at vit ikki bara kunnu brúka, men eisini geva. Vit gagnnýta okkara náttúrutilfeingi og verða harvið burðardygg. Formansskapurin í 2020 brýtur upp úr nýggjum. Hetta er fyrsti formansskapur, sum skal taka atlit til nýggju visjónina og miða alt arbeiðið innan norðurlendska ráðharraráðið eftir henni.",95.0,statslig,,379,,200,,341ec624-d189-4fea-ae7d-18f268cc4c76.html,text/html,utf-8
330.0,bing,“Burðardygd” or “burðardygg”,,Faroese,banknordik,,26. mars 2021 Formansrøða á ársaðalfundi bankans 2021,https://www.banknordik.fo/-/media/banknordik/files/investor-relations/annual-general-meeting/2021/formansfrgreiing_-2021.pdf,"hóttan. Alsamt størri dentur verður lagdur á burðardygd, eisini hjá teimum, sum eftirspyrja føroyskar og Grønlendskar vørur og tænastur. Hetta hevur t.d. týdning fyri, hvussu londini umsita fiskastovnar, við tað at burðardygg umsiting gevur betri prísir. Burðardygd er tískil …",95.0,virksomhed,en bank,371,,200,,0cdf6b14-5291-4a52-834d-4e39eb9f444c.pdf,application/pdf,
259.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,j,,Tíðindalisti - j.fo,https://www.j.fo/ti%c3%b0indalisti,Lætt at gloyma mein í annans bein - gott at megd ger vart við tørvin,2320.0,politisk parti,,346,,200,,ae583fec-f1ef-4a87-8ee5-7db749875a83.html,text/html,utf-8
3.0,,Arctic Consensus' Liste - Grønland,,Greenlandic,banken,GrønlandsBANKEN,,https://www.banken.gl/en/investor/social-responsibility/environment/,,,,,390,,200,,e92da051-20b7-401a-b191-6b372c2e682a.html,text/html,utf-8
376.0,bing,“Burðardygd” or “burðardygg”,,Faroese,docplayer,,Havið súrnar. Riturnar eru í Labradorhavinum um …,https://docplayer.net/45092725-Havid-surnar-riturnar-eru-i-labradorhavinum-um-veturin-aldagamlar-kupuskeljar-avduka-havsins-sogu-bjort-utlit-fyri-svartkjaftastovninum.html,1 Havið súrnar Riturnar eru í Labradorhavinum um veturin Aldagamlar kúpuskeljar avdúka havsins søgu Bjørt útlit fyri svartkjaftastovninum Sjóvarmál 2011. 2 Innihald 4 Havið súrnar 7 Nógvur lýrur at fáa 8 Heitast og saltast vestanfyri 10 Riturnar eru í Labradorhavinum um veturin 13 Plantuæti er lykilin 14 Stríðið móti sandmaðki 16 Nýggj stýrisamboð skulu tryggja varandi ...,95.0,statslig,Havstovan,387,,200,,e4f87aad-03bc-44ff-859e-6258e8ef73c8.html,text/html,utf-8
353.0,bing,“Burðardygd” or “burðardygg”,,Faroese,matkovin,,Tøðan - Matkovin,https://www.matkovin.fo/veitari/todan/,"Vøran, sum eg selji, er stuttflutt og burðardygg, og í ein stóran mun vistfrøðilig. Gjøgnumskygni er eisini ein raðfesting hjá mær. Vøran er ikki løggildað, men hon er skrásett sum heimaframleiðsla hjá Heilsufrøðiligu Starvsstovu. Framleiðslunummarið er 19-59.",95.0,virksomhed,,382,,200,,5637ba19-7eab-40e6-a8ac-6f803f837710.html,text/html,utf-8
255.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,gransking,,Veðurlagsbroytingar og árin á fornminni og ...,http://www.gransking.fo/fo/tilfeingi/tidindi/vedurlagsbroytingar-og-arin-a-fornminni-og-mentanarumhvorvi-nordurlendskt-samstarv/,"Sambandið millum veðurlagsbroytingar og árin teirra á fornminni og mentanarumhvørvi í Norðurlondum er sett á dagsskrá. Økjandi hiti, slavnari veður og hækkandi sjógvur kunnu fara at ávirka fornminni og mentanarumhvørvi tvørtur um landamørk. Árinini av veðurlagsbroytingunum á mentanarumhvørvi hava fingið størri ans bæði ...",2320.0,statslig,,344,https://www.gransking.fo/fo/tilfeingi/tidindi/vedurlagsbroytingar-og-arin-a-fornminni-og-mentanarumhvorvi-nordurlendskt-samstarv/,200,,5ac17d41-2cac-437d-ad94-df068e48dcc6.html,text/html,utf-8
9.0,,Arctic Consensus' Liste - Grønland,,Greenlandic,ini,Ini,,https://ini.gl/da/Om-INI-A-slash-S/Samfundsansvar-(CSR),,,,,393,,,self-redirect,,,
16.0,,Arctic Consensus' Liste - Grønland,,Greenlandic,sikuki,Sikuki Nuuk Harbour,,https://www.sikuki.dk/company-information/csr/,,,,,396,,200,,8b8602f8-1e60-443f-8c87-e6df4d649e8a.html,text/html,utf-8
