Id,urls,text,discourse: Climate change,discourse: Environment,discourse: Green growth,discourse: Sustainability,discourse: UN SDGs,area: Arctic,area: Arctic Norway,area: Extended Arctic,area: Faroed Islands,area: Greenland,area: Iceland,area: Nunavut,area: Sami
We will include all impacts (positive, negative, direct and indirect) associated with any aspect of metal mining and its mitigation measures. We will include research pertaining to all stages of mining, from prospecting onwards as follows: prospecting, exploration, construction, operation, maintenance, expansion, abandonment, decommissioning, reopening and repurposing. Eligible mines will include those of gold, iron, copper, nickel, zinc, silver, molybdenum and lead.
- Eligible comparator: :
For quantitative research; the absence of metal mining or metal mining mitigation measures—either prior to an activity or in an independent, controlled location lacking such impacts. For qualitative research; comparators are typically implicit, if present and will thus not be required.
- Eligible outcome: :
Any and all outcomes (i.e. measured impacts) observed in social, technological and environmental systems will be included.
- Eligible data type: :
We will include both quantitative and qualitative research.
- Eligible study type: :
We will include both primary empirical research and secondary research (reviews will be catalogued in a separate database). Modelling studies and commentaries will not be included.
For all articles excluded at title and abstract or full text levels, reasons for exclusion will be provided in the form of one or more a priori exclusion criteria as follows:
